Date,Area,Location,CommonName,SpeciesName,Fate,Reason.for.euthanasia,Marine.Park,Latitude,Longitude
14/10/2023,Gladstone,Tannum Sands,Green Turtle,Chelonia Mydas,Released Alive,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
14/10/2023,Capricorn Coast,Tanby Point,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/10/2023,Capricorn Coast,Farnborough Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2023,Capricorn Coast,Fishermans Beach,Sharptooth Shark,Negaprion Acutidens,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/10/2023,Capricorn Coast,Tanby Point,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/10/2023,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
16/10/2023,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
17/10/2023,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
17/10/2023,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/10/2023,Cairns,Ellis Beach,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/10/2023,Capricorn Coast,Smart 577 Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/10/2023,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
20/10/2023,Capricorn Coast,Fishermans Beach,Sharptooth Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/10/2023,Capricorn Coast,Lammermoor Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/10/2023,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
22/10/2023,Capricorn Coast,Farnborough Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/10/2023,Townsville,Alma Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/10/2023,Capricorn Coast,Emu Park,Sharptooth Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/10/2023,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
25/10/2023,Cairns,Clifton,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/10/2023,Cairns,Palm Cove,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/10/2023,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/10/2023,Cairns,Holloways,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
30/10/2023,Townsville,Palarenda Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/11/2023,Townsville,Palarenda Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/11/2023,Townsville,Radical Bay,Blacktip Reef Whaler,Carcharhinus Melanopterus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/11/2023,Cairns,Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/11/2023,Townsville,Horseshoe Bay,Sharptooth Shark,Negaprion Acutidens,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
5/11/2023,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
5/11/2023,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
6/11/2023,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/11/2023,Capricorn Coast,Farnborough Beach,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/11/2023,Townsville,Florence Bay,Blacktip Reef Whaler,Carcharhinus Melanopterus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/11/2023,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/11/2023,Townsville,Horseshoe Bay,Sharptooth Shark,Negaprion Acutidens,Released Alive,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
8/11/2023,Capricorn Coast,Smart 605 Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/11/2023,Capricorn Coast,Cooee Bay,Sandbar Whaler,Carcharhinus Plumbeus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
8/11/2023,Townsville,Florence Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/11/2023,Capricorn Coast,Kemp Beach,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/11/2023,Capricorn Coast,Tanby Point,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/11/2023,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/11/2023,Townsville,Horseshoe Bay,Sharptooth Shark,Negaprion Acutidens,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
9/11/2023,Townsville,Radical Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/11/2023,Capricorn Coast,Farnborough Beach,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/11/2023,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
11/11/2023,Capricorn Coast,Fishermans Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
12/11/2023,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
13/11/2023,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
13/11/2023,Capricorn Coast,Smart 552 Tanby Point,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/11/2023,Capricorn Coast,Farnborough Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
14/11/2023,Townsville,Horseshoe Bay,Milk Shark,Rhizoprionodon Acutus,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
14/11/2023,Capricorn Coast,Farnborough Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/11/2023,Capricorn Coast,Mullambin Beach,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/11/2023,Cairns,Holloways,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
15/11/2023,Capricorn Coast,Farnborough Beach,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/11/2023,Capricorn Coast,Tanby Point,Sharptooth Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/11/2023,Townsville,Palarenda Beach,Giant Shovelnosed Ray,Glaucostegus Typus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/11/2023,Mackay,Eimeo Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/11/2023,Cairns,Holloways,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
21/11/2023,Capricorn Coast,Farnborough Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2023,Cairns,Palm Cove,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2023,Capricorn Coast,Farnborough Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2023,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2023,Cairns,Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2023,Capricorn Coast,Yeppoon Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/11/2023,Mackay,Bucasia Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/11/2023,Capricorn Coast,Cooee Bay,Sharptooth Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/11/2023,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
23/11/2023,Townsville,Palarenda Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/11/2023,Capricorn Coast,Emu Park,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/11/2023,Mackay,Bucasia Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/11/2023,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/11/2023,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/11/2023,Capricorn Coast,Smart 605 Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
25/11/2023,Capricorn Coast,Smart 555 Tanby Point,Sharptooth Shark,Negaprion Acutidens,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/11/2023,Capricorn Coast,Farnborough Beach,Graceful Whaler,Carcharhinus Amblyrhynchoides,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/11/2023,Capricorn Coast,Kemp Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/11/2023,Capricorn Coast,Emu Park,Bull Whaler,Carcharhinus Leucas,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/11/2023,Capricorn Coast,Smart 555 Tanby Point,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/11/2023,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/11/2023,Townsville,Palarenda Beach,"Groper , Qld",Epinephelus Lanceolatus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/11/2023,Capricorn Coast,Tanby Point,Long Nose Whaler,Carcharhinus Brevipinna,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/11/2023,Townsville,Palarenda Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/11/2023,Townsville,Palarenda Beach,Shark Ray,Rhina Ancylostoma,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
29/11/2023,Capricorn Coast,Fishermans Beach,Sharptooth Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/12/2023,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/12/2023,Capricorn Coast,Kemp Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/12/2023,Capricorn Coast,Smart 577 Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
3/12/2023,Capricorn Coast,Cooee Bay,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
4/12/2023,Capricorn Coast,Lammermoor Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
5/12/2023,Capricorn Coast,Smart 555 Tanby Point,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2023,Capricorn Coast,Fishermans Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2023,Cairns,Clifton,Long Nose Whaler,Carcharhinus Brevipinna,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2023,Capricorn Coast,Yeppoon Beach,Pigeye Whaler,Carcharhinus Amboinensis,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2023,Cairns,Yorkeys,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
6/12/2023,Cairns,Buchans,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2023,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
6/12/2023,Capricorn Coast,Farnborough Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
7/12/2023,Townsville,Picnic Bay,Sharptooth Shark,Negaprion Acutidens,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/12/2023,Cairns,Ellis Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
9/12/2023,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
9/12/2023,Cairns,Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
10/12/2023,Townsville,Horseshoe Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
11/12/2023,Cairns,Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/12/2023,Capricorn Coast,Smart 605 Emu Park,Australian Blacktip,Carcharhinus Tilstoni,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/12/2023,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/12/2023,Capricorn Coast,Lammermoor Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/12/2023,Capricorn Coast,Smart 606 Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
15/12/2023,Capricorn Coast,Cooee Bay,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/12/2023,Capricorn Coast,Tanby Point,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/12/2023,Capricorn Coast,Emu Park,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
16/12/2023,Capricorn Coast,Mullambin Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
17/12/2023,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/12/2023,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/12/2023,Capricorn Coast,Farnborough Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/12/2023,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
18/12/2023,Capricorn Coast,Farnborough Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/12/2023,Townsville,Alma Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
19/12/2023,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
19/12/2023,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/12/2023,Townsville,Alma Bay,Scalloped Hammerhead,Sphyrna Lewini,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/12/2023,Townsville,Horseshoe Bay,Sharptooth Shark,Negaprion Acutidens,Released Alive,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
21/12/2023,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
21/12/2023,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
21/12/2023,Townsville,Picnic Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
22/12/2023,Cairns,Holloways,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
23/12/2023,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2023,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2023,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2023,Capricorn Coast,Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2023,Capricorn Coast,Smart 605 Emu Park,Tiger Shark,Galeocerdo Cuvier,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
23/12/2023,Capricorn Coast,Smart 605 Emu Park,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
24/12/2023,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
24/12/2023,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
24/12/2023,Capricorn Coast,Farnborough Beach,Tiger Shark,Galeocerdo Cuvier,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/12/2023,Cairns,Holloways,Bull Whaler,Carcharhinus Leucas,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
26/12/2023,Capricorn Coast,Smart 597 Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
26/12/2023,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
27/12/2023,Capricorn Coast,Smart 575 Fishermans Beach,Australian Blacktip,Carcharhinus Tilstoni,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/12/2023,Capricorn Coast,Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/12/2023,Capricorn Coast,Tanby Point,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
27/12/2023,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
28/12/2023,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/12/2023,Capricorn Coast,Cooee Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/12/2023,Capricorn Coast,Cooee Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/12/2023,Capricorn Coast,Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/12/2023,Capricorn Coast,Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/12/2023,Capricorn Coast,Tanby Point,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/12/2023,Townsville,Florence Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
28/12/2023,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
28/12/2023,Capricorn Coast,Fishermans Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/12/2023,Capricorn Coast,Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
30/12/2023,Gladstone,Tannum Sands,Green Turtle,Chelonia Mydas,Released Alive,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
1/1/2024,Capricorn Coast,Smart 597 Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Released Alive,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/1/2024,Cairns,Palm Cove,Great Hammerhead,Sphyrna Mokarran,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
1/1/2024,Gladstone,Tannum Sands,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,Great Barrier Reef Coast Marine Park (Gbrcmp),,NA,NA
2/1/2024,Capricorn Coast,Emu Park,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
2/1/2024,Capricorn Coast,Farnborough Beach,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,Commonwealth Great Barrier Reef Marine Park (Gbrmp),,NA,NA
